anime_id,name,description
2515,Slice of Life,
2515,Shoujo,
2515,Mecha,
2515,Adventure,
2515,Mystery,
2516,Demons,
2516,Military,
2516,Parody,
2516,Fantasy,
2516,Music,
2516,Demons,
2516,Slice of Life,
2517,Shounen,
2517,School,
2518,Romance,
2518,Yaoi,
2518,Adventure,
2518,Supernatural,
2519,Horror,
2519,Yaoi,
2520,Yaoi,
2520,Romance,
2520,Slice of Life,
2520,Parody,
2520,Supernatural,
2520,Parody,
2521,Fantasy,
2521,Shounen,
2521,Vampire,
2521,Samurai,
2521,Music,
2521,Slice of Life,
2522,Slice of Life,
2522,Samurai,
2522,Romance,
2522,Music,
2522,Romance,
2522,Super Power,
2522,Historical,
2523,Vampire,
2523,Samurai,
2523,Horror,
2523,Fantasy,
2524,Psychological,
2524,Romance,
2525,Mecha,
2525,Military,
2525,Mystery,
2526,Sci-Fi,
2526,Adventure,
2527,Parody,
2527,Comedy,
2527,Romance,
2527,Action,
2527,Mecha,
2527,Super Power,
2528,Military,
2528,Super Power,
2529,Samurai,
2529,Fantasy,
2529,Shoujo,
2530,Mecha,
2530,Yaoi,
2530,Vampire,
2530,Comedy,
2530,Comedy,
2530,Romance,
2531,Adventure,
2531,Mecha,
2531,Super Power,
2531,Romance,
2531,Romance,
2532,Shoujo,
2532,Slice of Life,
2533,Slice of Life,
2533,Psychological,
2533,Slice of Life,
2533,Demons,
2533,Shounen,
2534,Military,
2534,Music,
2534,Romance,
2535,Demons,
2535,Shoujo,
2535,Parody,
2535,Music,
2536,Slice of Life,
2536,Demons,
2536,Mecha,
2537,Mystery,
2537,Horror,
2537,Sci-Fi,
2537,Military,
2537,Romance,
2537,Sci-Fi,
2538,Super Power,
2538,Comedy,
2538,Demons,
2538,Mecha,
2538,Military,
2538,Samurai,
2539,Military,
2539,Psychological,
2539,Fantasy,
2540,Fantasy,
2540,Music,
2540,Adventure,
2540,Music,
2540,Seinen,
2541,Yaoi,
2541,Super Power,
2541,Horror,
2541,Vampire,
2541,Samurai,
2542,Music,
2542,Shoujo,
2542,Super Power,
2542,Romance,
2543,Yaoi,
2543,Action,
2544,Mystery,
2544,Comedy,
2544,Psychological,
2545,Seinen,
2545,Adventure,
2545,Action,
2545,Seinen,
2545,Mecha,
2546,Horror,
2546,Parody,
2547,Mecha,
2547,Romance,
2548,Seinen,
2548,Fantasy,
2548,Comedy,
2548,Music,
2548,Slice of Life,
2549,Vampire,
2549,Demons,
2549,Supernatural,
2549,Supernatural,
2549,Mystery,
2549,Horror,
2550,Military,
2550,Vampire,
2551,Samurai,
2551,Vampire,
2551,Psychological,
2551,Mystery,
2551,Slice of Life,
2552,Slice of Life,
2552,School,
2552,Romance,
2552,Military,
2552,Shoujo,
2553,Adventure,
2553,Action,
2553,Parody,
2553,Seinen,
2553,Horror,
2553,Psychological,
2554,Drama,
2554,Music,
2554,Romance,
2554,Shounen,
2554,Action,
2555,Fantasy,
2555,Adventure,
2555,School,
2556,Vampire,
2556,Super Power,
2556,Sci-Fi,
2556,Romance,
2556,Seinen,
2556,Romance,
2556,Yaoi,
2557,Parody,
2557,Military,
2557,Supernatural,
2557,Action,
2558,Samurai,
2558,Mystery,
2558,Mecha,
2558,Romance,
2558,Historical,
2558,Shoujo,
2559,Shoujo,
2559,Yaoi,
2560,Supernatural,
2560,Psychological,
2560,Slice of Life,
2560,Supernatural,
2560,Seinen,
2560,Horror,
2560,Samurai,
2561,Psychological,
2561,Comedy,
2562,Romance,
2562,Mecha,
2562,Action,
2562,Drama,
2562,Slice of Life,
2563,Mecha,
2563,Historical,
2563,Fantasy,
2563,Horror,
2563,Comedy,
2563,Romance,
2563,Historical,
2564,Mystery,
2564,Fantasy,
2564,Action,
2564,Shounen,
2564,Shoujo,
2564,Parody,
2564,Vampire,
2565,Action,
2565,Sci-Fi,
2565,Vampire,
2565,Horror,
2565,Adventure,
2565,Sci-Fi,
2565,Parody,
2566,Mecha,
2566,Horror,
2566,Mecha,
2566,Vampire,
2566,Comedy,
2566,Romance,
2567,Super Power,
2567,Supernatural,
2567,Supernatural,
2567,Parody,
2567,Music,
2568,Parody,
2568,Drama,
2568,Psychological,
2568,Drama,
2569,Historical,
2569,Psychological,
2569,Shounen,
2569,Seinen,
2569,Drama,
2569,Drama,
2570,Comedy,
2570,Adventure,
2571,Yaoi,
2571,Supernatural,
2572,Slice of Life,
2572,Military,
2572,School,
2573,Demons,
2573,Mecha,
2573,Demons,
2573,Horror,
2573,Mecha,
2573,Mecha,
2573,Historical,
2574,School,
2574,Mystery,
2574,Parody,
2574,Seinen,
2574,Slice of Life,
2574,Adventure,
2575,Mystery,
2575,Super Power,
2575,Mystery,
2575,Shounen,
2575,Mecha,
2576,Vampire,
2576,Vampire,
2576,Yaoi,
2576,Mystery,
2577,Super Power,
2577,Drama,
2578,Military,
2578,Music,
2578,Military,
2578,Samurai,
2578,Parody,
2578,Seinen,
2579,Demons,
2579,Super Power,
2579,Samurai,
2579,Vampire,
2579,Music,
2579,Parody,
2579,Slice of Life,
2580,Adventure,
2580,Fantasy,
2580,Music,
2580,Demons,
2581,Slice of Life,
2581,Comedy,
2581,Action,
2581,Fantasy,
2581,Comedy,
2581,Music,
2582,Fantasy,
2582,Mystery,
2582,Comedy,
2582,Shounen,
2582,Fantasy,
2582,Music,
2582,Comedy,
2583,Historical,
2583,Romance,
2583,Comedy,
2583,Mystery,
2583,Adventure,
2584,Adventure,
2584,Slice of Life,
2584,Supernatural,
2584,Yaoi,
2584,Music,
2585,Vampire,
2585,Seinen,
2585,Horror,
2586,Psychological,
2586,Demons,
2586,Military,
2586,Demons,
2586,School,
2586,Demons,
2586,Adventure,
2587,Romance,
2587,Music,
2587,Slice of Life,
2587,Comedy,
2587,School,
2588,Supernatural,
2588,Romance,
2589,Shounen,
2589,Samurai,
2589,Samurai,
2589,Horror,
2589,Samurai,
2589,Mystery,
2589,Music,
2590,Super Power,
2590,Slice of Life,
2590,Yaoi,
2590,Mystery,
2590,Shoujo,
2591,Action,
2591,Romance,
2591,Supernatural,
2591,Parody,
2592,Military,
2592,Yaoi,
2592,Shoujo,
2592,Horror,
2593,Adventure,
2593,Fantasy,
2593,Mystery,
2594,School,
2594,Supernatural,
2594,Romance,
2594,Music,
2594,Psychological,
2594,Action,
2595,Mystery,
2595,Samurai,
2596,Mecha,
2596,Shoujo,
2596,Historical,
2597,Historical,
2597,School,
2597,Adventure,
2598,Shounen,
2598,Mystery,
2598,Seinen,
2598,Fantasy,
2598,Super Power,
2599,Seinen,
2599,Samurai,
2600,Romance,
2600,Mecha,
2601,Sci-Fi,
2601,Sci-Fi,
2601,Seinen,
2602,Seinen,
2602,Shounen,
2602,Vampire,
2602,Seinen,
2603,School,
2603,Demons,
2604,Music,
2604,Yaoi,
2604,Romance,
2604,Yaoi,
2604,Shoujo,
2605,Historical,
2605,Sci-Fi,
2606,Drama,
2606,Fantasy,
2606,Fantasy,
2606,Samurai,
2607,Vampire,
2607,Music,
2607,Action,
2607,Historical,
2607,Shounen,
2607,Historical,
2608,Parody,
2608,Action,
2608,Psychological,
2608,Shoujo,
2608,Yaoi,
2608,Yaoi,
2609,Music,
2609,Sci-Fi,
2610,Fantasy,
2610,Supernatural,
2610,School,
2610,Music,
2610,Romance,
2611,Supernatural,
2611,Samurai,
2611,Shounen,
2611,Romance,
2611,Shounen,
2612,Shounen,
2612,Action,
2613,Drama,
2613,Comedy,
2613,Shounen,
2613,Shounen,
2614,Drama,
2614,Psychological,
2614,Vampire,
2614,Romance,
2614,Parody,
2614,Sci-Fi,
2614,Horror,
2615,Slice of Life,
2615,Romance,
2615,Sci-Fi,
2615,Demons,
2615,Mystery,
2615,Mecha,
2615,Comedy,
2616,Shounen,
2616,Action,
2617,Supernatural,
2617,Demons,
2617,Shoujo,
2617,Parody,
2617,Military,
2618,Vampire,
2618,Shoujo,
2618,Military,
2618,Demons,
2618,Adventure,
2619,Supernatural,
2619,Military,
2619,Yaoi,
2620,Supernatural,
2620,Demons,
2620,Psychological,
2620,Romance,
2620,Music,
2620,Historical,
2620,Adventure,
2621,Shounen,
2621,Sci-Fi,
2621,Historical,
2621,Music,
2621,Romance,
2621,Horror,
2622,Shoujo,
2622,Slice of Life,
2622,Drama,
2622,Historical,
2622,Seinen,
2622,Parody,
2622,School,
2623,Adventure,
2623,Romance,
2623,Mecha,
2623,Shoujo,
2624,Music,
2624,Music,
2624,Parody,
2624,Comedy,
2624,Psychological,
2624,Vampire,
2625,Psychological,
2625,Military,
2625,Comedy,
2625,Mystery,
2625,Vampire,
2626,Psychological,
2626,Fantasy,
2626,Music,
2626,Super Power,
2626,Parody,
2626,Seinen,
2627,Yaoi,
2627,Shoujo,
2627,Historical,
2627,Fantasy,
2628,Psychological,
2628,Mystery,
2628,Seinen,
2628,Supernatural,
2629,Romance,
2629,Romance,
2629,Parody,
2629,Yaoi,
2630,Comedy,
2630,Shoujo,
2631,Horror,
2631,Action,
2631,Adventure,
2631,Romance,
2632,Comedy,
2632,Seinen,
2632,Psychological,
2632,Slice of Life,
2632,Historical,
2632,Historical,
2633,Mystery,
2633,Music,
2633,Demons,
2633,Vampire,
2633,Super Power,
2633,Shoujo,
2633,Psychological,
2634,Drama,
2634,Slice of Life,
2634,Mystery,
2634,Romance,
2635,Mystery,
2635,Shoujo,
2635,Romance,
2635,Romance,
2635,Romance,
2635,Fantasy,
2635,Shounen,
2636,Romance,
2636,Mecha,
2637,Parody,
2637,Romance,
2638,Shounen,
2638,Mecha,
2638,Parody,
2638,Music,
2639,Shoujo,
2639,Psychological,
2639,Seinen,
2639,Mystery,
2639,Romance,
2639,Vampire,
2640,Parody,
2640,Comedy,
2640,Psychological,
2641,Drama,
2641,Adventure,
2641,Vampire,
2642,Horror,
2642,Shounen,
2642,Romance,
2642,Supernatural,
2642,Mecha,
2642,Horror,
2642,Shounen,
2643,Horror,
2643,Psychological,
2643,Sci-Fi,
2643,Vampire,
2643,School,
2644,Parody,
2644,Shoujo,
2644,Parody,
2644,Samurai,
2644,Shounen,
2645,Romance,
2645,Mystery,
2646,Mystery,
2646,Vampire,
2646,Action,
2646,Sci-Fi,
2646,Horror,
2646,Slice of Life,
2646,Mystery,
2647,Demons,
2647,Seinen,
2647,Psychological,
2647,Drama,
2647,Military,
2648,Shoujo,
2648,Yaoi,
2648,Comedy,
2649,Comedy,
2649,Drama,
2649,Horror,
2650,Military,
2650,Adventure,
2650,Action,
2650,Slice of Life,
2650,Drama,
2650,Drama,
2651,Seinen,
2651,Fantasy,
2651,Romance,
2651,Adventure,
2651,Horror,
2652,School,
2652,School,
2652,Military,
2652,Supernatural,
2653,Mecha,
2653,Supernatural,
2653,Romance,
2654,Super Power,
2654,Military,
2654,Shoujo,
2654,Supernatural,
2654,Parody,
2654,Fantasy,
2654,Comedy,
2655,Supernatural,
2655,Supernatural,
2655,Super Power,
2655,Historical,
2655,Demons,
2656,Adventure,
2656,Romance,
2656,Action,
2656,Super Power,
2656,Sci-Fi,
2657,Demons,
2657,Parody,
2657,Super Power,
2657,Music,
2658,Historical,
2658,Drama,
2658,Comedy,
2658,Comedy,
2658,Supernatural,
2658,Supernatural,
2658,Fantasy,
2659,Drama,
2659,Military,
2659,Shounen,
2659,Adventure,
2660,Samurai,
2660,Drama,
2660,School,
2660,Military,
2660,Slice of Life,
2660,Samurai,
2661,Mecha,
2661,Mecha,
2662,Parody,
2662,Comedy,
2662,Fantasy,
2662,Music,
2662,Romance,
2662,Sci-Fi,
2662,Horror,
2663,Seinen,
2663,Shoujo,
2663,Historical,
2663,Military,
2663,Military,
2664,Super Power,
2664,Slice of Life,
2664,Music,
2665,Demons,
2665,Vampire,
2665,Action,
2665,Samurai,
2665,Mystery,
2666,Adventure,
2666,Supernatural,
2667,Comedy,
2667,Sci-Fi,
2667,Mystery,
2667,Shounen,
2668,Yaoi,
2668,Shoujo,
2669,Samurai,
2669,Military,
2669,Shounen,
2669,Yaoi,
2670,Slice of Life,
2670,Yaoi,
2670,Yaoi,
2670,Demons,
2670,School,
2670,School,
2671,Music,
2671,Horror,
2671,Vampire,
2671,Sci-Fi,
2671,Demons,
2672,Shounen,
2672,Comedy,
2672,Shounen,
2672,Shoujo,
2672,Mecha,
2672,School,
2673,Horror,
2673,Romance,
2673,Military,
2673,Comedy,
2673,Shounen,
2673,Vampire,
2674,Mystery,
2674,Vampire,
2674,Horror,
2674,Psychological,
2675,School,
2675,Samurai,
2675,Slice of Life,
2675,Supernatural,
2675,Military,
2675,Music,
2675,Historical,
2676,Historical,
2676,Comedy,
2677,Yaoi,
2677,Slice of Life,
2677,Music,
2678,Shoujo,
2678,Military,
2678,Mecha,
2678,Mystery,
2678,Demons,
2678,Romance,
2679,Vampire,
2679,Adventure,
2679,Romance,
2679,Comedy,
2679,Historical,
2679,Action,
2680,Action,
2680,Romance,
2680,Mystery,
2680,Romance,
2680,Samurai,
2680,Comedy,
2681,Supernatural,
2681,Demons,
2681,Historical,
2681,Sci-Fi,
2681,Parody,
2681,Demons,
2682,Demons,
2682,Parody,
2682,Demons,
2682,Romance,
2683,Seinen,
2683,Mystery,
2683,School,
2683,Music,
2683,Military,
2683,Vampire,
2683,Romance,
2684,Mecha,
2684,Parody,
2685,Romance,
2685,Action,
2685,School,
2685,Vampire,
2686,Sci-Fi,
2686,Comedy,
2686,Romance,
2686,Action,
2686,Romance,
2686,Vampire,
2687,Vampire,
2687,Vampire,
2688,Music,
2688,Military,
2688,Psychological,
2688,Sci-Fi,
2688,Romance,
2688,Vampire,
2688,Slice of Life,
2689,Supernatural,
2689,Historical,
2689,Romance,
2690,Historical,
2690,Parody,
2691,Super Power,
2691,Mecha,
2691,Parody,
2691,Supernatural,
2691,Supernatural,
2692,Military,
2692,Comedy,
2692,Parody,
2692,Horror,
2692,Vampire,
2692,Mystery,
2693,Mecha,
2693,Historical,
2693,Yaoi,
2693,Shoujo,
2693,Slice of Life,
2693,Fantasy,
2693,Horror,
2694,Drama,
2694,Drama,
2694,Mecha,
2695,Sci-Fi,
2695,Drama,
2695,Fantasy,
2695,Slice of Life,
2695,Mecha,
2695,Slice of Life,
2695,Samurai,
2696,Shounen,
2696,Military,
2696,Yaoi,
2696,Romance,
2696,Romance,
2696,Military,
2697,Sci-Fi,
2697,Drama,
2697,Parody,
2697,Action,
2698,Samurai,
2698,Supernatural,
2698,Drama,
2699,Adventure,
2699,Seinen,
2699,Supernatural,
2700,Fantasy,
2700,Military,
2700,Vampire,
2700,Horror,
2700,School,
2700,School,
2700,Mecha,
2701,Shounen,
2701,Psychological,
2701,Shounen,
2701,Demons,
2702,Yaoi,
2702,Military,
2702,Psychological,
2703,Vampire,
2703,Historical,
2704,Comedy,
2704,Horror,
2704,Action,
2704,Super Power,
2704,Super Power,
2705,Shounen,
2705,Comedy,
2705,Yaoi,
2705,School,
2705,Music,
2705,Mecha,
2706,School,
2706,Fantasy,
2706,Music,
2706,Music,
2707,Sci-Fi,
2707,School,
2707,Shounen,
2707,Vampire,
2707,Seinen,
2707,Music,
2707,Parody,
2708,Action,
2708,Parody,
2709,School,
2709,Comedy,
2710,Adventure,
2710,Parody,
2710,Music,
2710,School,
2711,Yaoi,
2711,Samurai,
2711,Shounen,
2711,Supernatural,
2712,Romance,
2712,Super Power,
2712,Military,
2712,Seinen,
2712,Vampire,
2712,Yaoi,
2713,Supernatural,
2713,Action,
2713,Drama,
2713,Supernatural,
2714,Psychological,
2714,Romance,
2714,Super Power,
2714,Seinen,
2714,Drama,
2714,Yaoi,
2714,Samurai,
2715,Parody,
2715,Historical,
2715,Shoujo,
2715,Drama,
2715,School,
2716,Shoujo,
2716,Supernatural,
2716,Seinen,
2716,Parody,
2717,Supernatural,
2717,Historical,
2717,Military,
2717,Supernatural,
2717,Sci-Fi,
2718,Slice of Life,
2718,Romance,
2719,School,
2719,Horror,
2720,Adventure,
2720,Demons,
2720,Fantasy,
2720,Drama,
2720,Shounen,
2720,Sci-Fi,
2721,Psychological,
2721,Historical,
2721,Shounen,
2721,Shoujo,
2721,Mecha,
2721,Music,
2722,Shounen,
2722,Parody,
2722,Sci-Fi,
2722,Romance,
2722,Super Power,
2722,Sci-Fi,
2722,Romance,
2723,School,
2723,Action,
2723,Slice of Life,
2723,Fantasy,
2723,Seinen,
2723,Drama,
2723,Adventure,
2724,Samurai,
2724,Historical,
2725,Romance,
2725,Romance,
2726,School,
2726,Samurai,
2726,Drama,
2726,Romance,
2727,Drama,
2727,Romance,
2727,Military,
2728,Parody,
2728,Mecha,
2728,School,
2728,Parody,
2728,School,
2729,Romance,
2729,Psychological,
2729,Vampire,
2729,Historical,
2729,Super Power,
2729,Romance,
2729,Horror,
2730,Romance,
2730,Demons,
2730,Drama,
2730,Sci-Fi,
2731,Military,
2731,Sci-Fi,
2732,Action,
2732,Psychological,
2732,Seinen,
2732,School,
2732,Comedy,
2733,Yaoi,
2733,Historical,
2733,Vampire,
2734,Mystery,
2734,Seinen,
2734,Supernatural,
2734,Yaoi,
2734,Adventure,
2735,Action,
2735,Mecha,
2735,Military,
2735,Music,
2736,Shounen,
2736,Slice of Life,
2736,Mecha,
2736,Military,
2736,Military,
2736,Supernatural,
2737,Horror,
2737,Mecha,
2737,Psychological,
2737,Historical,
2737,Psychological,
2737,Drama,
2738,Fantasy,
2738,Mystery,
2738,Fantasy,
2738,Drama,
2738,Action,
2738,Mystery,
2739,Yaoi,
2739,Fantasy,
2739,Historical,
2739,Horror,
2739,Romance,
2739,Military,
2740,Historical,
2740,Military,
2740,Adventure,
2741,Parody,
2741,Super Power,
2741,School,
2741,Psychological,
2741,Mecha,
2741,Parody,
2742,Romance,
2742,Adventure,
2743,Drama,
2743,Super Power,
2743,Yaoi,
2743,Romance,
2743,Yaoi,
2743,Action,
2744,Samurai,
2744,Comedy,
2744,Drama,
2744,Fantasy,
2744,Mecha,
2744,Samurai,
2744,Shoujo,
2745,Parody,
2745,Super Power,
2745,Yaoi,
2746,Slice of Life,
2746,Shounen,
2747,Seinen,
2747,Psychological,
2747,School,
2748,Music,
2748,Fantasy,
2748,Seinen,
2749,Mystery,
2749,Mystery,
2749,Music,
2750,Psychological,
2750,Adventure,
2750,Horror,
2750,Fantasy,
2750,Seinen,
2751,Shoujo,
2751,Yaoi,
2751,Military,
2751,Romance,
2752,Supernatural,
2752,Demons,
2752,Slice of Life,
2753,Sci-Fi,
2753,Romance,
2753,Drama,
2753,Supernatural,
2753,Shounen,
2753,Historical,
2754,Supernatural,
2754,Super Power,
2755,Comedy,
2755,Sci-Fi,
2755,Adventure,
2755,Comedy,
2755,Military,
2755,School,
2756,Horror,
2756,Seinen,
2756,Seinen,
2756,Adventure,
2756,School,
2756,Music,
2756,Vampire,
2757,Sci-Fi,
2757,Horror,
2757,Samurai,
2757,Fantasy,
2757,Military,
2757,Demons,
2758,Samurai,
2758,Military,
2758,Adventure,
2759,Historical,
2759,Parody,
2760,Music,
2760,Vampire,
2760,Samurai,
2760,Drama,
2761,Military,
2761,Military,
2762,Slice of Life,
2762,Sci-Fi,
2762,Vampire,
2762,Drama,
2763,Demons,
2763,Romance,
2763,Adventure,
2763,Shoujo,
2763,Drama,
2764,Shoujo,
2764,Slice of Life,
2764,Horror,
2765,Samurai,
2765,Vampire,
2766,Fantasy,
2766,Vampire,
2766,Mecha,
2766,Romance,
2766,Adventure,
2767,Parody,
2767,Vampire,
2767,Supernatural,
2767,Psychological,
2767,Demons,
2767,Adventure,
2767,Romance,
2768,Demons,
2768,Parody,
2768,Comedy,
2768,Action,
2768,Psychological,
2769,Slice of Life,
2769,Mystery,
2769,Music,
2769,Parody,
2769,Romance,
2769,Shoujo,
2770,Supernatural,
2770,Horror,
2770,Fantasy,
2770,Drama,
2770,Samurai,
2770,Vampire,
2770,Drama,
2771,Shoujo,
2771,Military,
2771,Mystery,
2771,Shounen,
2772,Action,
2772,Shounen,
2772,Romance,
2772,Sci-Fi,
2773,Yaoi,
2773,Military,
2773,Shounen,
2773,Drama,
2773,Psychological,
2773,Sci-Fi,
2774,Horror,
2774,Fantasy,
2775,Shoujo,
2775,Yaoi,
2775,Fantasy,
2775,Samurai,
2775,Drama,
2775,Slice of Life,
2776,School,
2776,Military,
2777,Music,
2777,Slice of Life,
2777,Vampire,
2777,Psychological,
2777,Mystery,
2777,Action,
2777,School,
2778,Parody,
2778,Adventure,
2779,Horror,
2779,Demons,
2779,Shoujo,
2779,Mystery,
2779,Supernatural,
2779,Fantasy,
2780,Yaoi,
2780,Supernatural,
2780,Action,
2780,Historical,
2780,Parody,
2780,Historical,
2781,Sci-Fi,
2781,Samurai,
2781,Comedy,
2781,Demons,
2781,Music,
2781,Sci-Fi,
2781,Drama,
2782,Romance,
2782,Historical,
2782,Seinen,
2782,Mystery,
2782,Military,
2782,Mystery,
2783,Adventure,
2783,Demons,
2783,Supernatural,
2783,Mecha,
2783,Samurai,
2784,Demons,
2784,Military,
2784,Vampire,
2784,Comedy,
2785,Sci-Fi,
2785,Samurai,
2785,Action,
2786,School,
2786,School,
2786,Samurai,
2786,Super Power,
2786,Mystery,
2786,Mystery,
2786,School,
2787,Horror,
2787,Demons,
2787,Yaoi,
2787,Mecha,
2787,Parody,
2788,Demons,
2788,Supernatural,
2788,Fantasy,
2788,Adventure,
2788,Historical,
2789,Mystery,
2789,Slice of Life,
2789,Seinen,
2790,Shounen,
2790,Music,
2790,Military,
2790,Fantasy,
2791,Supernatural,
2791,Vampire,
2791,Fantasy,
2792,Seinen,
2792,Shounen,
2792,Slice of Life,
2792,Romance,
2793,Super Power,
2793,Demons,
2793,Horror,
2793,Parody,
2793,School,
2794,Fantasy,
2794,Parody,
2795,Shounen,
2795,School,
2795,School,
2795,Shounen,
2795,Mystery,
2795,Mystery,
2796,Supernatural,
2796,Super Power,
2796,Romance,
2796,Psychological,
2796,Shounen,
2797,Mecha,
2797,School,
2797,Psychological,
2797,Demons,
2797,Shoujo,
2797,Slice of Life,
2797,Romance,
2798,Seinen,
2798,Mecha,
2798,Comedy,
2798,Shounen,
2798,Samurai,
2798,Supernatural,
2799,Shounen,
2799,Yaoi,
2799,Music,
2799,Sci-Fi,
2800,Action,
2800,School,
2800,Shoujo,
2801,Seinen,
2801,Parody,
2801,Yaoi,
2801,Drama,
2801,Supernatural,
2801,Fantasy,
2802,Psychological,
2802,Historical,
2802,Mecha,
2802,Vampire,
2802,Mecha,
2802,Samurai,
2802,Adventure,
2803,Shounen,
2803,Sci-Fi,
2803,Parody,
2803,Psychological,
2804,Music,
2804,Adventure,
2805,Adventure,
2805,Demons,
2805,Romance,
2805,Super Power,
2806,Sci-Fi,
2806,Samurai,
2806,Fantasy,
2806,Sci-Fi,
2807,Super Power,
2807,Psychological,
2807,Demons,
2807,Mystery,
2807,Military,
2807,Slice of Life,
2807,Comedy,
2808,Mystery,
2808,Action,
2808,Horror,
2808,Slice of Life,
2809,Adventure,
2809,Shoujo,
2809,School,
2809,Action,
2809,Vampire,
2809,Slice of Life,
2810,Supernatural,
2810,Vampire,
2810,Comedy,
2810,Slice of Life,
2810,Adventure,
2810,Psychological,
2811,Historical,
2811,Mystery,
2811,Psychological,
2811,Historical,
2811,Vampire,
2812,Historical,
2812,Action,
2813,Super Power,
2813,Mecha,
2814,Fantasy,
2814,Horror,
2814,Shounen,
2814,School,
2814,Yaoi,
2815,Sci-Fi,
2815,Vampire,
2815,Yaoi,
2815,Adventure,
2815,Romance,
2815,Horror,
2816,Supernatural,
2816,Vampire,
2816,Vampire,
2816,Horror,
2817,Vampire,
2817,Slice of Life,
2817,Drama,
2817,Mystery,
2817,Mecha,
2817,Romance,
2818,Romance,
2818,Shounen,
2818,Comedy,
2819,Mystery,
2819,Drama,
2819,Romance,
2819,Yaoi,
2820,Music,
2820,Samurai,
2820,Shoujo,
2821,Romance,
2821,School,
2821,Parody,
2822,Sci-Fi,
2822,School,
2822,Adventure,
2822,Adventure,
2822,Seinen,
2822,Seinen,
2823,Samurai,
2823,Demons,
2823,Music,
2823,Military,
2823,Seinen,
2823,Comedy,
2823,Samurai,
2824,Super Power,
2824,Vampire,
2824,Comedy,
2824,Samurai,
2825,Comedy,
2825,Demons,
2825,Romance,
2825,Adventure,
2825,Shoujo,
2825,Samurai,
2826,Samurai,
2826,Seinen,
2826,Adventure,
2826,Supernatural,
2826,Slice of Life,
2826,Shoujo,
2827,Romance,
2827,Horror,
2827,Seinen,
2827,Vampire,
2828,Military,
2828,Horror,
2829,Action,
2829,Romance,
2829,Adventure,
2829,Adventure,
2830,Super Power,
2830,Romance,
2831,Music,
2831,Military,
2831,Sci-Fi,
2831,Super Power,
2831,Shoujo,
2831,Slice of Life,
2832,Mystery,
2832,Romance,
2832,Music,
2832,Music,
2833,Parody,
2833,Military,
2833,Shoujo,
2833,Psychological,
2833,Military,
2833,Slice of Life,
2834,Mystery,
2834,Comedy,
2835,Horror,
2835,Drama,
2835,Super Power,
2835,Historical,
2835,School,
2835,Mystery,
2836,Romance,
2836,Historical,
2836,Parody,
2836,School,
2836,Super Power,
2836,Music,
2837,Mystery,
2837,Mecha,
2837,Music,
2837,Shoujo,
2838,Historical,
2838,Samurai,
2838,Shoujo,
2838,Adventure,
2838,Vampire,
2838,Drama,
2839,Psychological,
2839,Music,
2839,Psychological,
2840,Demons,
2840,Fantasy,
2840,Romance,
2840,Romance,
2840,Action,
2841,Parody,
2841,Yaoi,
2841,Shounen,
2841,Music,
2841,Historical,
2841,Samurai,
2841,Yaoi,
2842,Comedy,
2842,Slice of Life,
2842,Samurai,
2842,Drama,
2842,Drama,
2842,Comedy,
2843,Military,
2843,School,
2843,Sci-Fi,
2843,Demons,
2844,Super Power,
2844,Comedy,
2844,Music,
2845,Historical,
2845,Demons,
2846,Romance,
2846,Historical,
2846,Mystery,
2846,Supernatural,
2847,Seinen,
2847,Shoujo,
2847,Military,
2847,Fantasy,
2847,Parody,
2848,Romance,
2848,Mystery,
2848,Romance,
2848,Romance,
2848,Fantasy,
2849,Music,
2849,Demons,
2849,Vampire,
2849,Mecha,
2849,Demons,
2849,Parody,
2850,Yaoi,
2850,Demons,
2850,Yaoi,
2850,Romance,
2850,Shounen,
2850,Shounen,
2850,School,
2851,Historical,
2851,Historical,
2851,Super Power,
2851,Comedy,
2851,Mecha,
2852,Romance,
2852,Sci-Fi,
2852,Fantasy,
2852,Romance,
2852,Shounen,
2853,Seinen,
2853,Military,
2853,Mecha,
2853,Shounen,
2854,Military,
2854,Drama,
2854,Mecha,
2855,Fantasy,
2855,Mecha,
2855,Historical,
2855,Drama,
2855,Historical,
2855,Historical,
2855,Horror,
2856,Supernatural,
2856,Yaoi,
2856,Sci-Fi,
2856,Samurai,
2856,Action,
2857,Romance,
2857,Drama,
2857,Romance,
2857,Shounen,
2857,Comedy,
2857,Super Power,
2857,Drama,
2858,Parody,
2858,Parody,
2858,Music,
2858,Shounen,
2858,Military,
2858,Historical,
2858,Shounen,
2859,Romance,
2859,Mecha,
2859,Mecha,
2859,Psychological,
2859,Psychological,
2859,Action,
2859,Shounen,
2860,Music,
2860,Psychological,
2860,Fantasy,
2860,Sci-Fi,
2860,Fantasy,
2860,Horror,
2860,Historical,
2861,Romance,
2861,Seinen,
2861,Shoujo,
2861,Psychological,
2861,Shoujo,
2861,Psychological,
2861,Music,
2862,Shoujo,
2862,Yaoi,
2863,Vampire,
2863,Slice of Life,
2864,Comedy,
2864,Fantasy,
2865,Super Power,
2865,Vampire,
2865,Slice of Life,
2865,Psychological,
2865,Mecha,
2865,Yaoi,
2866,Drama,
2866,Comedy,
2866,Super Power,
2866,Historical,
2866,Historical,
2866,Yaoi,
2866,Drama,
2867,Military,
2867,Historical,
2867,Samurai,
2868,Romance,
2868,Drama,
2868,Adventure,
2868,Yaoi,
2868,Slice of Life,
